model,split,split_title,condition_index,condition_group,condition_label,aigc_recall,auroc,average_precision,balanced_accuracy,brier,ece_15,false_positive_rate,fn,fp,macro_f1,mean_forensic_gate_fraction,mean_semantic_gate_fraction,n,real_specificity,threshold,tn,tp,tpr_at_fpr_1pct,tpr_at_fpr_5pct,transform,transform_name,transform_params
b0,exact_seen_generator,External exact-seen generator,10,legacy_single_stage,Gaussian noise sigma=0.02,0.86,0.783628,0.7425066639528964,0.706,0.4853891432285309,0.49060183507204064,0.448,140,448,0.6988581191538528,,,2000,0.552,0.99365234375,552,860,0.0,0.067,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
b0,exact_seen_generator,External exact-seen generator,11,legacy_single_stage,Gaussian noise sigma=0.05,0.821,0.728127,0.6921764453776071,0.6535,0.48952341079711914,0.4926664888560772,0.514,179,514,0.6434978876092367,,,2000,0.486,0.99365234375,486,821,0.0,0.05,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
b0,exact_seen_generator,External exact-seen generator,12,legacy_single_stage,Gaussian noise sigma=0.10,0.626,0.590357,0.5885534399759292,0.5680000000000001,0.4819207489490509,0.48400147601962096,0.49,374,490,0.5665418467725428,,,2000,0.51,0.99365234375,510,626,0.0,0.0,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
b0,exact_seen_generator,External exact-seen generator,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.75,0.7645759999999999,0.7320745111866463,0.7010000000000001,0.4815380573272705,0.48749709710478784,0.348,250,348,0.7002803731759956,,,2000,0.652,0.99365234375,652,750,0.035,0.146,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
b0,exact_seen_generator,External exact-seen generator,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.897,0.7906785000000001,0.7567640655918209,0.677,0.4884952902793884,0.49272189968824387,0.543,103,543,0.66057166876839,,,2000,0.457,0.99365234375,457,897,0.0,0.083,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
b0,exact_seen_generator,External exact-seen generator,15,legacy_single_stage,Center crop ratio=0.8,0.907,0.7680400000000001,0.7222150548375428,0.666,0.4902360141277313,0.4936987353563309,0.575,93,575,0.6454047534872956,,,2000,0.425,0.99365234375,425,907,0.0,0.1,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
b0,exact_seen_generator,External exact-seen generator,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.92,0.7424644999999999,0.6901209129453315,0.6515,0.4920523762702942,0.49466333162784576,0.617,80,617,0.6244238718773498,,,2000,0.383,0.99365234375,383,920,0.0,0.08,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
b0,exact_seen_generator,External exact-seen generator,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.906,0.75448,0.7058144151226761,0.668,0.49078264832496643,0.49392239275574684,0.57,94,570,0.6480649934913225,,,2000,0.43,0.99365234375,430,906,0.0,0.104,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,exact_seen_generator,External exact-seen generator,18,new_four_stage_a,4-stage A platform repost,0.887,0.7300194999999999,0.6827949854536448,0.6705,0.4910939931869507,0.4938195751309395,0.546,113,546,0.6542960794080331,,,2000,0.454,0.99365234375,454,887,0.0,0.062,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,exact_seen_generator,External exact-seen generator,19,new_four_stage_b,4-stage B edit repost,0.894,0.7103735,0.665104258112881,0.629,0.4924517869949341,0.49468796318769453,0.636,106,636,0.600978731413514,,,2000,0.364,0.99365234375,364,894,0.0,0.07,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,exact_seen_generator,External exact-seen generator,20,new_six_stage,6-stage random composition,0.694,0.6897535,0.6483016632303101,0.633,0.48770594596862793,0.4906376871466637,0.428,306,428,0.6316292925977562,,,2000,0.572,0.99365234375,572,694,0.0,0.03,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
b0,hard_hourglass_exact_seen,Hard Hourglass,0,clean,Clean,0.232,0.33043200000000006,0.4046498891657835,0.418,0.4836178123950958,0.47466015529632566,0.396,192,99,0.39714357926836846,,,500,0.604,0.99365234375,151,58,0.0,0.012,clean,clean,{}
b0,hard_hourglass_exact_seen,Hard Hourglass,1,legacy_single_stage,JPEG Q90,0.228,0.330272,0.40577577493592576,0.416,0.48351210355758667,0.4750146368741989,0.396,193,99,0.39460284287870495,,,500,0.604,0.99365234375,151,57,0.0,0.016,jpeg__quality=90,jpeg,"{""quality"":90}"
b0,hard_hourglass_exact_seen,Hard Hourglass,2,legacy_single_stage,JPEG Q70,0.232,0.320976,0.4036102893435615,0.412,0.4848373234272003,0.4754912178516388,0.408,192,102,0.39231087226126493,,,500,0.592,0.99365234375,148,58,0.0,0.016,jpeg__quality=70,jpeg,"{""quality"":70}"
b0,hard_hourglass_exact_seen,Hard Hourglass,3,legacy_single_stage,JPEG Q50,0.256,0.31568799999999997,0.40164545044129024,0.414,0.4859297275543213,0.47234669828414916,0.428,186,107,0.3989965498709791,,,500,0.572,0.99365234375,143,64,0.0,0.016,jpeg__quality=50,jpeg,"{""quality"":50}"
b0,hard_hourglass_exact_seen,Hard Hourglass,4,legacy_single_stage,JPEG Q30,0.284,0.301416,0.3934609994523743,0.398,0.4883549213409424,0.48004005312919623,0.488,179,122,0.39007339382616485,,,500,0.512,0.99365234375,128,71,0.0,0.016,jpeg__quality=30,jpeg,"{""quality"":30}"
b0,hard_hourglass_exact_seen,Hard Hourglass,5,legacy_single_stage,Gaussian blur sigma=0.5,0.236,0.322512,0.40284287024301246,0.41,0.48507386445999146,0.47634667813777914,0.416,191,104,0.39157945972256025,,,500,0.584,0.99365234375,146,59,0.0,0.016,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
b0,hard_hourglass_exact_seen,Hard Hourglass,6,legacy_single_stage,Gaussian blur sigma=1.0,0.3,0.29793600000000003,0.3870868523289766,0.378,0.49021902680397034,0.47971484827995303,0.544,175,136,0.37419258770358865,,,500,0.456,0.99365234375,114,75,0.0,0.0,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
b0,hard_hourglass_exact_seen,Hard Hourglass,7,legacy_single_stage,Gaussian blur sigma=2.0,0.252,0.313832,0.39120589720161464,0.392,0.48770588636398315,0.48038376712799075,0.468,187,117,0.3798449612403101,,,500,0.532,0.99365234375,133,63,0.0,0.004,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
b0,hard_hourglass_exact_seen,Hard Hourglass,8,legacy_single_stage,Resize 0.5 bicubic,0.328,0.29070399999999996,0.3860072279631487,0.368,0.4914912283420563,0.48752443337440493,0.592,168,148,0.3669871794871795,,,500,0.408,0.99365234375,102,82,0.0,0.0,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
b0,hard_hourglass_exact_seen,Hard Hourglass,9,legacy_single_stage,Resize 0.25 bilinear,0.196,0.310312,0.38755359976760695,0.396,0.48471859097480774,0.47417870020866404,0.404,201,101,0.37083333333333335,,,500,0.596,0.99365234375,149,49,0.0,0.004,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
b0,hard_hourglass_exact_seen,Hard Hourglass,10,legacy_single_stage,Gaussian noise sigma=0.02,0.204,0.305336,0.3887771949074824,0.38999999999999996,0.48359793424606323,0.47532227957248696,0.424,199,106,0.36814017758368517,,,500,0.576,0.99365234375,144,51,0.0,0.008,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
b0,hard_hourglass_exact_seen,Hard Hourglass,11,legacy_single_stage,Gaussian noise sigma=0.05,0.24,0.28476,0.3822679699321416,0.382,0.48854872584342957,0.47918260622024533,0.476,190,119,0.36928220641005227,,,500,0.524,0.99365234375,131,60,0.0,0.004,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
b0,hard_hourglass_exact_seen,Hard Hourglass,12,legacy_single_stage,Gaussian noise sigma=0.10,0.456,0.50228,0.49490250652257595,0.506,0.48000097274780273,0.4800097638368606,0.444,136,111,0.5047619047619047,,,500,0.556,0.99365234375,139,114,0.0,0.024,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
b0,hard_hourglass_exact_seen,Hard Hourglass,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.156,0.325008,0.39901212609713654,0.424,0.478945791721344,0.46525878536701204,0.308,211,77,0.3794280395097482,,,500,0.692,0.99365234375,173,39,0.0,0.008,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
b0,hard_hourglass_exact_seen,Hard Hourglass,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.276,0.318952,0.40206484422135125,0.402,0.48695510625839233,0.47754981207847597,0.472,181,118,0.3923529961671497,,,500,0.528,0.99365234375,132,69,0.0,0.012,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
b0,hard_hourglass_exact_seen,Hard Hourglass,15,legacy_single_stage,Center crop ratio=0.8,0.28,0.289144,0.38872186030121886,0.402,0.4896531105041504,0.48281250941753384,0.476,180,119,0.39296488941403857,,,500,0.524,0.99365234375,131,70,0.0,0.012,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
b0,hard_hourglass_exact_seen,Hard Hourglass,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.284,0.28812000000000004,0.3861510107076344,0.37,0.49019655585289,0.4794199466705322,0.544,179,136,0.36530580170944305,,,500,0.456,0.99365234375,114,71,0.0,0.02,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
b0,hard_hourglass_exact_seen,Hard Hourglass,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.276,0.279656,0.3874105058763494,0.402,0.49074485898017883,0.4887998111248016,0.472,181,118,0.3923529961671497,,,500,0.528,0.99365234375,132,69,0.0,0.02,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,hard_hourglass_exact_seen,Hard Hourglass,18,new_four_stage_a,4-stage A platform repost,0.248,0.27049600000000007,0.3772861922476958,0.386,0.4898715019226074,0.4860166158676147,0.476,188,119,0.3740799791224071,,,500,0.524,0.99365234375,131,62,0.0,0.0,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,hard_hourglass_exact_seen,Hard Hourglass,19,new_four_stage_b,4-stage B edit repost,0.312,0.302752,0.39183211387724565,0.376,0.4916590452194214,0.4900087996721267,0.56,172,140,0.37343358395989973,,,500,0.44,0.99365234375,110,78,0.0,0.012,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,hard_hourglass_exact_seen,Hard Hourglass,20,new_six_stage,6-stage random composition,0.208,0.319448,0.39405171469848893,0.418,0.4868464767932892,0.47948342418670653,0.372,198,93,0.3911497018516581,,,500,0.628,0.99365234375,157,52,0.0,0.008,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
b0,hard_dfgan_exact_seen,Hard DFGAN,0,clean,Clean,0.312,0.458416,0.44903181090751865,0.45799999999999996,0.48187801241874695,0.48061326980590824,0.396,172,99,0.44619509463728846,,,500,0.604,0.99365234375,151,78,0.0,0.0,clean,clean,{}
b0,hard_dfgan_exact_seen,Hard DFGAN,1,legacy_single_stage,JPEG Q90,0.308,0.45764,0.44859638112805017,0.45599999999999996,0.4817418158054352,0.4805146553516388,0.396,173,99,0.4438173757995125,,,500,0.604,0.99365234375,151,77,0.0,0.0,jpeg__quality=90,jpeg,"{""quality"":90}"
b0,hard_dfgan_exact_seen,Hard DFGAN,2,legacy_single_stage,JPEG Q70,0.38,0.481136,0.4610975525850529,0.486,0.48314276337623596,0.4830898450613022,0.408,155,102,0.4801590672799576,,,500,0.592,0.99365234375,148,95,0.0,0.004,jpeg__quality=70,jpeg,"{""quality"":70}"
b0,hard_dfgan_exact_seen,Hard DFGAN,3,legacy_single_stage,JPEG Q50,0.388,0.49172799999999994,0.4694500085679606,0.48,0.4844970703125,0.4848974336385727,0.428,153,107,0.47556114956996015,,,500,0.572,0.99365234375,143,97,0.0,0.004,jpeg__quality=50,jpeg,"{""quality"":50}"
b0,hard_dfgan_exact_seen,Hard DFGAN,4,legacy_single_stage,JPEG Q30,0.452,0.47496799999999995,0.4613500578341976,0.482,0.4873020648956299,0.48716795647144323,0.488,137,122,0.48153338004203783,,,500,0.512,0.99365234375,128,113,0.0,0.004,jpeg__quality=30,jpeg,"{""quality"":30}"
b0,hard_dfgan_exact_seen,Hard DFGAN,5,legacy_single_stage,Gaussian blur sigma=0.5,0.352,0.464072,0.4520574287277405,0.46799999999999997,0.4833773970603943,0.4825126931667328,0.416,162,104,0.46074376814414764,,,500,0.584,0.99365234375,146,88,0.0,0.0,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
b0,hard_dfgan_exact_seen,Hard DFGAN,6,legacy_single_stage,Gaussian blur sigma=1.0,0.516,0.456744,0.4517557201650768,0.486,0.489242285490036,0.489260767698288,0.544,121,136,0.4855369832849565,,,500,0.456,0.99365234375,114,129,0.0,0.0,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
b0,hard_dfgan_exact_seen,Hard DFGAN,7,legacy_single_stage,Gaussian blur sigma=2.0,0.392,0.44151999999999997,0.4424371613956255,0.462,0.48715412616729736,0.48607032251358034,0.468,152,117,0.45935081901316455,,,500,0.532,0.99365234375,133,98,0.0,0.004,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
b0,hard_dfgan_exact_seen,Hard DFGAN,8,legacy_single_stage,Resize 0.5 bicubic,0.532,0.45514399999999994,0.4535746663586694,0.47,0.4905729591846466,0.49031251907348633,0.592,117,148,0.46795481832162833,,,500,0.408,0.99365234375,102,133,0.0,0.0,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
b0,hard_dfgan_exact_seen,Hard DFGAN,9,legacy_single_stage,Resize 0.25 bilinear,0.28,0.427592,0.43288202222667205,0.438,0.4839191734790802,0.48205078816413877,0.404,180,101,0.42361102564418135,,,500,0.596,0.99365234375,149,70,0.0,0.004,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
b0,hard_dfgan_exact_seen,Hard DFGAN,10,legacy_single_stage,Gaussian noise sigma=0.02,0.268,0.436864,0.43749426024147786,0.422,0.48163482546806335,0.47999609375,0.424,183,106,0.40795915942492145,,,500,0.576,0.99365234375,144,67,0.0,0.0,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
b0,hard_dfgan_exact_seen,Hard DFGAN,11,legacy_single_stage,Gaussian noise sigma=0.05,0.404,0.45128000000000007,0.4521229276351394,0.464,0.487618088722229,0.4872607495784759,0.476,149,119,0.4620634283420313,,,500,0.524,0.99365234375,131,101,0.0,0.0,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
b0,hard_dfgan_exact_seen,Hard DFGAN,12,legacy_single_stage,Gaussian noise sigma=0.10,0.652,0.6514079999999999,0.6637950189714441,0.6040000000000001,0.4797842502593994,0.48415036416053775,0.444,87,111,0.6030855090127654,,,500,0.556,0.99365234375,139,163,0.0,0.192,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
b0,hard_dfgan_exact_seen,Hard DFGAN,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.156,0.443416,0.43686410655941643,0.424,0.4770057201385498,0.47526369762420656,0.308,211,77,0.3794280395097482,,,500,0.692,0.99365234375,173,39,0.0,0.0,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
b0,hard_dfgan_exact_seen,Hard DFGAN,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.42,0.47883200000000004,0.46483255470648166,0.474,0.4853602349758148,0.48472362291812904,0.472,145,118,0.4724616983122786,,,500,0.528,0.99365234375,132,105,0.0,0.0,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
b0,hard_dfgan_exact_seen,Hard DFGAN,15,legacy_single_stage,Center crop ratio=0.8,0.424,0.46148799999999995,0.45131533808844754,0.474,0.4873621165752411,0.48734762907028195,0.476,144,119,0.47268170426065165,,,500,0.524,0.99365234375,131,106,0.0,0.0,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
b0,hard_dfgan_exact_seen,Hard DFGAN,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.5,0.46099999999999997,0.45648318333146737,0.478,0.48908016085624695,0.48882618904113767,0.544,125,136,0.477747229659155,,,500,0.456,0.99365234375,114,125,0.0,0.004,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
b0,hard_dfgan_exact_seen,Hard DFGAN,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.48,0.47767200000000004,0.46107768052199466,0.504,0.4886305332183838,0.48898825454711914,0.472,130,118,0.5037141393442623,,,500,0.528,0.99365234375,132,120,0.0,0.0,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,hard_dfgan_exact_seen,Hard DFGAN,18,new_four_stage_a,4-stage A platform repost,0.464,0.46286400000000005,0.45564749600129506,0.494,0.4885610044002533,0.48835256695747375,0.476,134,119,0.49354418977079373,,,500,0.524,0.99365234375,131,116,0.0,0.0,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,hard_dfgan_exact_seen,Hard DFGAN,19,new_four_stage_b,4-stage B edit repost,0.492,0.437704,0.4461620600706489,0.46599999999999997,0.4912542402744293,0.4901845455169678,0.56,127,140,0.46563877180974333,,,500,0.44,0.99365234375,110,123,0.0,0.008,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b0,hard_dfgan_exact_seen,Hard DFGAN,20,new_six_stage,6-stage random composition,0.328,0.447384,0.4485727740102006,0.478,0.4862348437309265,0.4851250110864639,0.372,168,93,0.4659846547314578,,,500,0.628,0.99365234375,157,82,0.0,0.0,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
b0,hard_galip_exact_seen,Hard GALIP,0,clean,Clean,0.344,0.455936,0.4463783888589652,0.474,0.4817662239074707,0.48120898616313934,0.396,164,99,0.4649577865934289,,,500,0.604,0.99365234375,151,86,0.0,0.0,clean,clean,{}
b0,hard_galip_exact_seen,Hard GALIP,1,legacy_single_stage,JPEG Q90,0.34,0.45552000000000004,0.44574873771953616,0.472,0.4816308915615082,0.48109082543849946,0.396,165,99,0.46263698685903176,,,500,0.604,0.99365234375,151,85,0.0,0.0,jpeg__quality=90,jpeg,"{""quality"":90}"
b0,hard_galip_exact_seen,Hard GALIP,2,legacy_single_stage,JPEG Q70,0.404,0.472384,0.4546737341958066,0.498,0.48305559158325195,0.4834101748466491,0.408,149,102,0.4935247850002623,,,500,0.592,0.99365234375,148,101,0.0,0.0,jpeg__quality=70,jpeg,"{""quality"":70}"
b0,hard_galip_exact_seen,Hard GALIP,3,legacy_single_stage,JPEG Q50,0.432,0.48424800000000007,0.4648537539572422,0.502,0.48445385694503784,0.48505079722404476,0.428,142,107,0.4995477841422973,,,500,0.572,0.99365234375,143,108,0.0,0.0,jpeg__quality=50,jpeg,"{""quality"":50}"
b0,hard_galip_exact_seen,Hard GALIP,4,legacy_single_stage,JPEG Q30,0.436,0.460256,0.4494038251881415,0.474,0.4872567653656006,0.4872822079658508,0.488,141,122,0.4732393576324212,,,500,0.512,0.99365234375,128,109,0.0,0.0,jpeg__quality=30,jpeg,"{""quality"":30}"
b0,hard_galip_exact_seen,Hard GALIP,5,legacy_single_stage,Gaussian blur sigma=0.5,0.36,0.46218400000000004,0.4510185155558755,0.472,0.48329368233680725,0.4829267359972,0.416,160,104,0.4652926307602566,,,500,0.584,0.99365234375,146,90,0.0,0.0,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
